file_name	chr	lows	ups
range_chr12_74881420_75563669.py	chr12	74881420	75563669
range_chr14_44331773_45014965.py	chr14	44331773	45014965
range_chr2_137827657_138508048.py	chr2	137827657	138508048
range_chr15_93787555_94468430.py	chr15	93787555	94468430
range_chr8_60944855_61645992.py	chr8	60944855	61645992
range_chr12_45515840_46199003.py	chr12	45515840	46199003
range_chr12_7091546_7797639.py	chr12	7091546	7797639
range_chr4_97627979_98332367.py	chr4	97627979	98332367
range_chr18_64668360_65348209.py	chr18	64668360	65348209
range_chr3_50242194_50947507.py	chr3	50242194	50947507
range_chrX_48042400_48747036.py	chrX	48042400	48747036
range_chr10_30316914_30998079.py	chr10	30316914	30998079
range_chr10_45711087_46393294.py	chr10	45711087	46393294
range_chr6_77524515_78227217.py	chr6	77524515	78227217
range_chrX_130130472_130812858.py	chrX	130130472	130812858
range_chr20_59413716_60094048.py	chr20	59413716	60094048
range_chr12_70790187_71472027.py	chr12	70790187	71472027
range_chr2_239942636_240622065.py	chr2	239942636	240622065
range_chr10_50578798_51260185.py	chr10	50578798	51260185
range_chr7_111347943_112027643.py	chr7	111347943	112027643
range_chr4_82883415_83588211.py	chr4	82883415	83588211
range_chr1_181965469_182646342.py	chr1	181965469	182646342
range_chrY_908857_1644253.py	chrY	908857	1644253
range_chr5_17197354_17949057.py	chr5	17197354	17949057
range_chrY_11662869_12371580.py	chrY	11662869	12371580
range_chr3_77617735_78318248.py	chr3	77617735	78318248
range_chr1_169020363_169702136.py	chr1	169020363	169702136
range_chr9_74713831_75419011.py	chr9	74713831	75419011
range_chr5_75745145_76448064.py	chr5	75745145	76448064
range_chr1_150621525_151304513.py	chr1	150621525	151304513
range_chr22_37599810_38282223.py	chr22	37599810	38282223
range_chrX_87871693_88576851.py	chrX	87871693	88576851
range_chr6_95131502_95833103.py	chr6	95131502	95833103
range_chr6_102088773_102767979.py	chr6	102088773	102767979
range_chr6_119099905_119779661.py	chr6	119099905	119779661
range_chr2_24931426_25634539.py	chr2	24931426	25634539
range_chr12_50301607_50984797.py	chr12	50301607	50984797
range_chr21_26491867_27173559.py	chr21	26491867	27173559
range_chr18_66028123_66708587.py	chr18	66028123	66708587
range_chr6_23578387_24278441.py	chr6	23578387	24278441
range_chr9_135540832_136221852.py	chr9	135540832	136221852
range_chr10_44348521_45029225.py	chr10	44348521	45029225
range_chr1_224187853_224868673.py	chr1	224187853	224868673
range_chr17_23774051_24462223.py	chr17	23774051	24462223
range_chr5_67294094_67996337.py	chr5	67294094	67996337
range_chr7_55118561_55821738.py	chr7	55118561	55821738
range_chr2_83286153_83989325.py	chr2	83286153	83989325
range_chr15_62360437_63040646.py	chr15	62360437	63040646
range_chr16_72216053_72899187.py	chr16	72216053	72899187
range_chr4_103831559_104511147.py	chr4	103831559	104511147
range_chr21_44935724_45615773.py	chr21	44935724	45615773
range_chr5_8742919_9466409.py	chr5	8742919	9466409
range_chr3_166886821_167565940.py	chr3	166886821	167565940
range_chr5_29867928_30569270.py	chr5	29867928	30569270
range_chr18_59216522_59898057.py	chr18	59216522	59898057
range_chr9_119165412_119847118.py	chr9	119165412	119847118
range_chr18_12635194_13317082.py	chr18	12635194	13317082
range_chr6_58853943_59565154.py	chr6	58853943	59565154
range_chr9_110299634_110982351.py	chr9	110299634	110982351
range_chr14_40928290_41609927.py	chr14	40928290	41609927
range_chr1_207809150_208488935.py	chr1	207809150	208488935
range_chr2_176645084_177327064.py	chr2	176645084	177327064
range_chr6_128614066_129293003.py	chr6	128614066	129293003
range_chr11_111700139_112362009.py	chr11	111700139	112362009
range_chr2_30560757_31262903.py	chr2	30560757	31262903
range_chr3_152598874_153278828.py	chr3	152598874	153278828
range_chr3_4393580_5119272.py	chr3	4393580	5119272
range_chr17_26527039_27266479.py	chr17	26527039	27266479
range_chr10_125483700_126144250.py	chr10	125483700	126144250
range_chr14_34781878_35465322.py	chr14	34781878	35465322
range_chr10_99012235_99696288.py	chr10	99012235	99696288
range_chr22_18407642_19192734.py	chr22	18407642	19192734
range_chr5_55347399_56051849.py	chr5	55347399	56051849
range_chr2_145307803_145986873.py	chr2	145307803	145986873
range_chr12_59875042_60555965.py	chr12	59875042	60555965
range_chr3_13702842_14406450.py	chr3	13702842	14406450
range_chrX_134222548_134905126.py	chrX	134222548	134905126
range_chr2_7290365_8013730.py	chr2	7290365	8013730
range_chr17_16134191_16817134.py	chr17	16134191	16817134
range_chr5_58159182_58861046.py	chr5	58159182	58861046
range_chr7_114748888_115427856.py	chr7	114748888	115427856
range_chr10_29636279_30316913.py	chr10	29636279	30316913
range_chr7_34765554_35467925.py	chr7	34765554	35467925
range_chr3_149195102_149875928.py	chr3	149195102	149875928
range_chr6_155119415_155798829.py	chr6	155119415	155798829
range_chr1_23148616_23853263.py	chr1	23148616	23853263
range_chr8_135651205_136329241.py	chr8	135651205	136329241
range_chr18_5684787_6387613.py	chr18	5684787	6387613
range_chr3_34766662_35468275.py	chr3	34766662	35468275
range_chr19_2909862_3613977.py	chr19	2909862	3613977
range_chr8_77104416_77805775.py	chr8	77104416	77805775
range_chr7_37572675_38275297.py	chr7	37572675	38275297
range_chr9_17952388_18655189.py	chr9	17952388	18655189
range_chr10_115572219_116232785.py	chr10	115572219	116232785
range_chr14_87313206_87994475.py	chr14	87313206	87994475
range_chr12_53721066_54407212.py	chr12	53721066	54407212
range_chr21_40798280_41478825.py	chr21	40798280	41478825
range_chr14_54564675_55247043.py	chr14	54564675	55247043
range_chr5_113912238_114591495.py	chr5	113912238	114591495
range_chr13_18920532_19605701.py	chr13	18920532	19605701
range_chr15_101905331_101981189.py	chr15	101905331	101981189
range_chrX_16150280_16855501.py	chrX	16150280	16855501
range_chr2_146667291_147347943.py	chr2	146667291	147347943
range_chr19_53114492_53796970.py	chr19	53114492	53796970
range_chrX_50390006_51095186.py	chrX	50390006	51095186
range_chr1_11798930_12501920.py	chr1	11798930	12501920
range_chr8_121395680_122075221.py	chr8	121395680	122075221
range_chr16_80374097_81053804.py	chr16	80374097	81053804
range_chr4_63222096_63923196.py	chr4	63222096	63923196
range_chrX_145188416_145870750.py	chrX	145188416	145870750
range_chr10_24862061_25543727.py	chr10	24862061	25543727
range_chr3_147834415_148514274.py	chr3	147834415	148514274
range_chrX_65325773_66030628.py	chrX	65325773	66030628
range_chr20_49196312_49878821.py	chr20	49196312	49878821
range_chrX_121255589_121938409.py	chrX	121255589	121938409
range_chr13_59834256_60516756.py	chr13	59834256	60516756
range_chr2_62181331_62886105.py	chr2	62181331	62886105
range_chr3_69201463_69902629.py	chr3	69201463	69902629
range_chr5_149271722_149952059.py	chr5	149271722	149952059
range_chr4_74450493_75151711.py	chr4	74450493	75151711
range_chr2_241984193_242183529.py	chr2	241984193	242183529
range_chrX_70251406_70957545.py	chrX	70251406	70957545
range_chr1_235128216_235809919.py	chr1	235128216	235809919
range_chr10_10001_739386.py	chr10	10001	739386
range_chr9_22877776_23580227.py	chr9	22877776	23580227
range_chr7_48109692_48811030.py	chr7	48109692	48811030
range_chr18_76917544_77597893.py	chr18	76917544	77597893
range_chrY_3293273_4027433.py	chrY	3293273	4027433
range_chr8_140397829_141077730.py	chr8	140397829	141077730
range_chr10_34408906_35089594.py	chr10	34408906	35089594
range_chr6_22176198_22877532.py	chr6	22176198	22877532
range_chr13_63923414_64604639.py	chr13	63923414	64604639
range_chr15_39844777_40528928.py	chr15	39844777	40528928
range_chr17_59380271_60063985.py	chr17	59380271	60063985
range_chr13_85732325_86464254.py	chr13	85732325	86464254
range_chr21_17643218_18325258.py	chr21	17643218	18325258
range_chr17_38197570_38881870.py	chr17	38197570	38881870
range_chr6_61379189_62081507.py	chr6	61379189	62081507
range_chr10_112928148_113589603.py	chr10	112928148	113589603
range_chr3_13001011_13702842.py	chr3	13001011	13702842
range_chr10_25543727_26226200.py	chr10	25543727	26226200
range_chr21_6928813_7938961.py	chr21	6928813	7938961
range_chr13_89868085_90549356.py	chr13	89868085	90549356
range_chr10_35089594_35771480.py	chr10	35089594	35771480
range_chr4_141918184_142596473.py	chr4	141918184	142596473
range_chr17_75066321_75750040.py	chr17	75066321	75750040
range_chr4_147360349_148040556.py	chr4	147360349	148040556
range_chr17_58697105_59380270.py	chr17	58697105	59380270
range_chr14_55247044_55929649.py	chr14	55247044	55929649
range_chr9_20063585_20767247.py	chr9	20063585	20767247
range_chr4_107912815_108593191.py	chr4	107912815	108593191
range_chr3_192712259_193391372.py	chr3	192712259	193391372
range_chr1_16772098_17525528.py	chr1	16772098	17525528
range_chr5_151996149_152675849.py	chr5	151996149	152675849
range_chr2_132384364_133064030.py	chr2	132384364	133064030
range_chr4_84993324_85695902.py	chr4	84993324	85695902
range_chr7_16502749_17204287.py	chr7	16502749	17204287
range_chr1_112072071_112753701.py	chr1	112072071	112753701
range_chr5_117306056_117983634.py	chr5	117306056	117983634
range_chr8_66563926_67268419.py	chr8	66563926	67268419
range_chr5_105761413_106439734.py	chr5	105761413	106439734
range_chrX_92810754_93516404.py	chrX	92810754	93516404
range_chr11_97085251_97765945.py	chr11	97085251	97765945
range_chr16_85806610_86484556.py	chr16	85806610	86484556
range_chr1_175156639_175835609.py	chr1	175156639	175835609
range_chr6_53833996_54534599.py	chr6	53833996	54534599
range_chr4_2967420_3692819.py	chr4	2967420	3692819
range_chr7_15102046_15801756.py	chr7	15102046	15801756
range_chr4_139197474_139879151.py	chr4	139197474	139879151
range_chr11_88225684_88906846.py	chr11	88225684	88906846
range_chr1_92792385_93498150.py	chr1	92792385	93498150
range_chr15_54864378_55545980.py	chr15	54864378	55545980
range_chr12_87831101_88513796.py	chr12	87831101	88513796
range_chr2_206611994_207293489.py	chr2	206611994	207293489
range_chr15_48039733_48722545.py	chr15	48039733	48722545
range_chr11_2911765_3615541.py	chr11	2911765	3615541
range_chr1_97715740_98417113.py	chr1	97715740	98417113
range_chr7_127662322_128343640.py	chr7	127662322	128343640
range_chr11_100472619_101132994.py	chr11	100472619	101132994
range_chrX_151327012_152008682.py	chrX	151327012	152008682
range_chr21_33988321_34670588.py	chr21	33988321	34670588
range_chr22_36236316_36917663.py	chr22	36236316	36917663
range_chr1_54135742_54839241.py	chr1	54135742	54839241
range_chr20_60001_792503.py	chr20	60001	792503
range_chr13_81646376_82328131.py	chr13	81646376	82328131
range_chr6_1544952_2269491.py	chr6	1544952	2269491
range_chr4_109955391_110636084.py	chr4	109955391	110636084
range_chr21_35350626_36030786.py	chr21	35350626	36030786
range_chr6_145605449_146285297.py	chr6	145605449	146285297
range_chr13_111292294_112051383.py	chr13	111292294	112051383
range_chr16_23566643_24248470.py	chr16	23566643	24248470
range_chr2_199114531_199796331.py	chr2	199114531	199796331
range_chr20_38281581_38964332.py	chr20	38281581	38964332
range_chr3_106319883_106999208.py	chr3	106319883	106999208
range_chr10_27591410_28273176.py	chr10	27591410	28273176
range_chr4_27801192_28502357.py	chr4	27801192	28502357
range_chr12_86469545_87149771.py	chr12	86469545	87149771
range_chr10_60117561_60798788.py	chr10	60117561	60798788
range_chr11_57401884_58085274.py	chr11	57401884	58085274
range_chr15_54183855_54864378.py	chr15	54183855	54864378
range_chr9_36965845_37672432.py	chr9	36965845	37672432
range_chr2_46723728_47426781.py	chr2	46723728	47426781
range_chr12_75563669_76245226.py	chr12	75563669	76245226
range_chr9_102118139_102798969.py	chr9	102118139	102798969
range_chr5_87690168_88393469.py	chr5	87690168	88393469
range_chr15_61678905_62360437.py	chr15	61678905	62360437
range_chrX_149964082_150645078.py	chrX	149964082	150645078
range_chr16_32442774_33129547.py	chr16	32442774	33129547
range_chr3_147154737_147834415.py	chr3	147154737	147834415
range_chr4_179301467_179980285.py	chr4	179301467	179980285
range_chr6_4448316_5174869.py	chr6	4448316	5174869
range_chr9_123262110_123945224.py	chr9	123262110	123945224
range_chr1_221417063_222096068.py	chr1	221417063	222096068
range_chrX_141728826_142410708.py	chrX	141728826	142410708
range_chr9_63123372_63981103.py	chr9	63123372	63981103
range_chr1_30893021_31597511.py	chr1	30893021	31597511
range_chr14_36833028_37515984.py	chr14	36833028	37515984
range_chr2_5843444_6566589.py	chr2	5843444	6566589
range_chr10_71033039_71714991.py	chr10	71033039	71714991
range_chr4_146680306_147360348.py	chr4	146680306	147360348
range_chr6_47516795_48218077.py	chr6	47516795	48218077
range_chr2_201843295_202525611.py	chr2	201843295	202525611
range_chr7_28444413_29146002.py	chr7	28444413	29146002
range_chr11_39296944_39977857.py	chr11	39296944	39977857
range_chr2_220909961_221589240.py	chr2	220909961	221589240
range_chr15_69185783_69867353.py	chr15	69185783	69867353
range_chr19_56529899_57215501.py	chr19	56529899	57215501
range_chrX_128082732_128764797.py	chrX	128082732	128764797
range_chr9_81054354_81759169.py	chr9	81054354	81759169
range_chr4_162312763_162991919.py	chr4	162312763	162991919
range_chr1_209168688_209849188.py	chr1	209168688	209849188
range_chr14_101571599_102232748.py	chr14	101571599	102232748
range_chr4_103150431_103831558.py	chr4	103150431	103831558
range_chr15_32336457_33019590.py	chr15	32336457	33019590
range_chr14_106862160_106883718.py	chr14	106862160	106883718
range_chr7_103187682_103868056.py	chr7	103187682	103868056
range_chr10_112267019_112928148.py	chr10	112267019	112928148
range_chr8_47609876_48313039.py	chr8	47609876	48313039
range_chr18_21665220_22347699.py	chr18	21665220	22347699
range_chr20_20188413_20869752.py	chr20	20188413	20869752
range_chr14_18967523_19755104.py	chr14	18967523	19755104
range_chr1_107980152_108662410.py	chr1	107980152	108662410
range_chrX_108737774_109419000.py	chrX	108737774	109419000
range_chr4_164349612_165030614.py	chr4	164349612	165030614
range_chr21_16962357_17643217.py	chr21	16962357	17643217
range_chr16_76306729_76986513.py	chr16	76306729	76986513
range_chr4_44655923_45357998.py	chr4	44655923	45357998
range_chr20_35550745_36233971.py	chr20	35550745	36233971
range_chr2_118782468_119462497.py	chr2	118782468	119462497
range_chr4_60420123_61120768.py	chr4	60420123	61120768
range_chr4_36224037_36926201.py	chr4	36224037	36926201
range_chr4_184732212_185412447.py	chr4	184732212	185412447
range_chr5_30569271_31271343.py	chr5	30569271	31271343
range_chrX_95632295_96337019.py	chrX	95632295	96337019
range_chr15_42578689_43261430.py	chr15	42578689	43261430
range_chr4_75151711_75855253.py	chr4	75151711	75855253
range_chr6_9528744_10246334.py	chr6	9528744	10246334
range_chr3_187282575_187961658.py	chr3	187282575	187961658
range_chr4_64624306_65325547.py	chr4	64624306	65325547
range_chr5_134979810_135660338.py	chr5	134979810	135660338
range_chr10_128121484_128780373.py	chr10	128121484	128780373
range_chr2_168458320_169138529.py	chr2	168458320	169138529
range_chr4_35523296_36224037.py	chr4	35523296	36224037
range_chr15_88332655_89014965.py	chr15	88332655	89014965
range_chr1_117518540_118198150.py	chr1	117518540	118198150
range_chr12_123910554_124570065.py	chr12	123910554	124570065
range_chr8_67268420_67970819.py	chr8	67268420	67970819
range_chr2_54443465_55146638.py	chr2	54443465	55146638
range_chr9_108253862_108935026.py	chr9	108253862	108935026
range_chr9_85986453_86690752.py	chr9	85986453	86690752
range_chr4_28502358_29202607.py	chr4	28502358	29202607
range_chrY_6228992_6962271.py	chrY	6228992	6962271
range_chr15_33019590_33700847.py	chr15	33019590	33700847
range_chr3_69902629_70604473.py	chr3	69902629	70604473
range_chr6_131331449_132011304.py	chr6	131331449	132011304
range_chr14_94814113_95495108.py	chr14	94814113	95495108
range_chrX_34462444_35166517.py	chrX	34462444	35166517
range_chr21_38755568_39436941.py	chr21	38755568	39436941
range_chr8_15204815_15903564.py	chr8	15204815	15903564
range_chr21_5010001_6019761.py	chr21	5010001	6019761
range_chr14_51151484_51833833.py	chr14	51151484	51833833
range_chr3_53764473_54466891.py	chr3	53764473	54466891
range_chr3_115165608_115845755.py	chr3	115165608	115845755
range_chr13_36645250_37328027.py	chr13	36645250	37328027
range_chr1_164256362_164936116.py	chr1	164256362	164936116
range_chr18_17482784_18170956.py	chr18	17482784	18170956
range_chr15_76694472_77376692.py	chr15	76694472	77376692
range_chr15_59634816_60315828.py	chr15	59634816	60315828
range_chr5_120698793_121376919.py	chr5	120698793	121376919
range_chr12_130506814_131166455.py	chr12	130506814	131166455
range_chr3_128777264_129459107.py	chr3	128777264	129459107
range_chr12_51668545_52352814.py	chr12	51668545	52352814
range_chr18_71475719_72156836.py	chr18	71475719	72156836
range_chr2_72745721_73451232.py	chr2	72745721	73451232
range_chr15_100584915_101244935.py	chr15	100584915	101244935
range_chr18_30531112_31212297.py	chr18	30531112	31212297
range_chr11_120300909_120962025.py	chr11	120300909	120962025
range_chr6_74011669_74714152.py	chr6	74011669	74714152
range_chr8_39757511_40459314.py	chr8	39757511	40459314
range_chr2_190948822_191629335.py	chr2	190948822	191629335
range_chr2_109932706_110618274.py	chr2	109932706	110618274
range_chr7_20710709_21413274.py	chr7	20710709	21413274
range_chr1_125100671_143789264.py	chr1	125100671	143789264
range_chr2_162336938_163015981.py	chr2	162336938	163015981
range_chr17_64163291_64846025.py	chr17	64163291	64846025
range_chrX_84348745_85053814.py	chrX	84348745	85053814
range_chr2_143262207_143944120.py	chr2	143262207	143944120
range_chr1_185369895_186049370.py	chr1	185369895	186049370
range_chr9_104844020_105526261.py	chr9	104844020	105526261
range_chr8_74997480_75699836.py	chr8	74997480	75699836
range_chr20_36916536_37598958.py	chr20	36916536	37598958
range_chr14_63437105_64119669.py	chr14	63437105	64119669
range_chr16_2159003_2864264.py	chr16	2159003	2864264
range_chr8_29224743_29925998.py	chr8	29224743	29925998
range_chr16_38187606_46978357.py	chr16	38187606	46978357
range_chr7_87113330_87816901.py	chr7	87113330	87816901
range_chr4_111316395_111996158.py	chr4	111316395	111996158
range_chr14_97538023_98216883.py	chr14	97538023	98216883
range_chr8_73591048_74294987.py	chr8	73591048	74294987
range_chrY_26613208_57217415.py	chrY	26613208	57217415
range_chr5_172380572_173060481.py	chr5	172380572	173060481
range_chr4_51957143_52658820.py	chr4	51957143	52658820
range_chr6_135409248_136088843.py	chr6	135409248	136088843
range_chr5_94717179_95419239.py	chr5	94717179	95419239
range_chr10_14646885_15327832.py	chr10	14646885	15327832
range_chr5_152675849_153355333.py	chr5	152675849	153355333
range_chr21_9860535_10702023.py	chr21	9860535	10702023
range_chr4_92018997_92719431.py	chr4	92018997	92719431
range_chr11_85471939_86154950.py	chr11	85471939	86154950
range_chr20_52604173_53285373.py	chr20	52604173	53285373
range_chr6_13053605_13755024.py	chr6	13053605	13755024
range_chr17_51876058_52557514.py	chr17	51876058	52557514
range_chr8_5863554_6584870.py	chr8	5863554	6584870
range_chrX_3994353_4721325.py	chrX	3994353	4721325
range_chr5_97527591_98230510.py	chr5	97527591	98230510
range_chrY_20166494_20926544.py	chrY	20166494	20926544
range_chr12_742249_1454990.py	chr12	742249	1454990
range_chr21_38075464_38755568.py	chr21	38075464	38755568
range_chr20_54647180_55327629.py	chr20	54647180	55327629
range_chr6_104127339_104807949.py	chr6	104127339	104807949
range_chr1_18927360_19631245.py	chr1	18927360	19631245
range_chr17_64846025_65527164.py	chr17	64846025	65527164
range_chr22_34872987_35554664.py	chr22	34872987	35554664
range_chr5_17949057_18650676.py	chr5	17949057	18650676
range_chr7_128343640_129026374.py	chr7	128343640	129026374
range_chr1_85750010_86454047.py	chr1	85750010	86454047
range_chr4_41145441_41848375.py	chr4	41145441	41848375
range_chr2_234513059_235191524.py	chr2	234513059	235191524
range_chr12_21508041_22189983.py	chr12	21508041	22189983
range_chr6_62782465_63483965.py	chr6	62782465	63483965
range_chr4_186770913_187449063.py	chr4	186770913	187449063
range_chr15_50089643_50772871.py	chr15	50089643	50772871
range_chrY_13789988_14497851.py	chrY	13789988	14497851
range_chr4_173183498_173864505.py	chr4	173183498	173864505
range_chr17_62796492_63479700.py	chr17	62796492	63479700
range_chr16_70167566_70849518.py	chr16	70167566	70849518
range_chrX_117109017_117790740.py	chrX	117109017	117790740
range_chr10_91499756_92183517.py	chr10	91499756	92183517
range_chrX_101230859_101914444.py	chrX	101230859	101914444
range_chr13_54378651_55060312.py	chr13	54378651	55060312
range_chr12_87149772_87831101.py	chr12	87149772	87831101
range_chr1_194877434_195556814.py	chr1	194877434	195556814
range_chr13_68010381_68691137.py	chr13	68010381	68691137
range_chr8_81317778_82020330.py	chr8	81317778	82020330
range_chr18_13317083_13998740.py	chr18	13317083	13998740
range_chr4_144638075_145319124.py	chr4	144638075	145319124
range_chr2_135786272_136467676.py	chr2	135786272	136467676
range_chr15_67137449_67821113.py	chr15	67137449	67821113
range_chr1_162214921_162895439.py	chr1	162214921	162895439
range_chr21_15600620_16281343.py	chr21	15600620	16281343
range_chr11_130877626_131537481.py	chr11	130877626	131537481
range_chr12_81018595_81699738.py	chr12	81018595	81699738
range_chr18_38035406_38717142.py	chr18	38035406	38717142
range_chr6_142208206_142887157.py	chr6	142208206	142887157
range_chr7_54417390_55118560.py	chr7	54417390	55118560
range_chr13_39371516_40053086.py	chr13	39371516	40053086
range_chr1_46389736_47093928.py	chr1	46389736	47093928
range_chr22_50544483_50808468.py	chr22	50544483	50808468
range_chr1_51319118_52023309.py	chr1	51319118	52023309
range_chr16_64706909_65388010.py	chr16	64706909	65388010
range_chr3_130821040_131502060.py	chr3	130821040	131502060
range_chr11_131537481_132196318.py	chr11	131537481	132196318
range_chr11_84110176_84790596.py	chr11	84110176	84790596
range_chr3_192034356_192712259.py	chr3	192034356	192712259
range_chr2_228388948_229067937.py	chr2	228388948	229067937
range_chr2_117421642_118102284.py	chr2	117421642	118102284
range_chr18_10001_743463.py	chr18	10001	743463
range_chr16_54478691_55160219.py	chr16	54478691	55160219
range_chr19_12689806_13373865.py	chr19	12689806	13373865
range_chr10_79223887_79906756.py	chr10	79223887	79906756
range_chr17_54601359_55284138.py	chr17	54601359	55284138
range_chrX_149281550_149964082.py	chrX	149281550	149964082
range_chrX_14740755_15445616.py	chrX	14740755	15445616
range_chr12_121265713_121926598.py	chr12	121265713	121926598
range_chr4_769304_1514454.py	chr4	769304	1514454
range_chr6_96535350_97238780.py	chr6	96535350	97238780
range_chr2_128296973_128976430.py	chr2	128296973	128976430
range_chr13_72096875_72779917.py	chr13	72096875	72779917
range_chr7_51615424_52315430.py	chr7	51615424	52315430
range_chr13_106020733_106680099.py	chr13	106020733	106680099
range_chr7_87816901_88519907.py	chr7	87816901	88519907
range_chr14_33415748_34098957.py	chr14	33415748	34098957
range_chrY_23779525_24488336.py	chrY	23779525	24488336
range_chr1_168341373_169020363.py	chr1	168341373	169020363
range_chr11_115667548_116328559.py	chr11	115667548	116328559
range_chr6_133370277_134050069.py	chr6	133370277	134050069
range_chr9_29207483_29910932.py	chr9	29207483	29910932
range_chr8_108488735_109168683.py	chr8	108488735	109168683
range_chr10_131418235_132077607.py	chr10	131418235	132077607
range_chr5_1500569_2226437.py	chr5	1500569	2226437
range_chr14_103553426_104213336.py	chr14	103553426	104213336
range_chr18_68750386_69431075.py	chr18	68750386	69431075
range_chr14_71633287_72314665.py	chr14	71633287	72314665
range_chr3_55167719_55869535.py	chr3	55167719	55869535
range_chr1_230368971_231049541.py	chr1	230368971	231049541
range_chr2_185499827_186182042.py	chr2	185499827	186182042
range_chr5_115269955_115949889.py	chr5	115269955	115949889
range_chr2_124219781_124896856.py	chr2	124219781	124896856
range_chr20_56690121_57370595.py	chr20	56690121	57370595
range_chrX_44513421_45219119.py	chrX	44513421	45219119
range_chr8_130904889_131583398.py	chr8	130904889	131583398
range_chr15_86973141_87652984.py	chr15	86973141	87652984
range_chr1_2377186_3146572.py	chr1	2377186	3146572
range_chr3_51652419_52356816.py	chr3	51652419	52356816
range_chr5_167622926_168301981.py	chr5	167622926	168301981
range_chr8_30629293_31333179.py	chr8	30629293	31333179
range_chr13_19605702_20287856.py	chr13	19605702	20287856
range_chr4_175225630_175905073.py	chr4	175225630	175905073
range_chr7_52315430_53015751.py	chr7	52315430	53015751
range_chr2_187543878_188223259.py	chr2	187543878	188223259
range_chr9_25688622_26392035.py	chr9	25688622	26392035
range_chr1_164936116_165615519.py	chr1	164936116	165615519
range_chr9_21469644_22174052.py	chr9	21469644	22174052
range_chr11_23618058_24297746.py	chr11	23618058	24297746
range_chr13_38009326_38690324.py	chr13	38009326	38690324
range_chr2_139867918_140546672.py	chr2	139867918	140546672
range_chr7_10193694_10896106.py	chr7	10193694	10896106
range_chr7_120186919_120864955.py	chr7	120186919	120864955
range_chr10_17369910_18050990.py	chr10	17369910	18050990
range_chrX_127399976_128082731.py	chrX	127399976	128082731
range_chr14_53199439_53881477.py	chr14	53199439	53881477
range_chrX_145870751_146552775.py	chrX	145870751	146552775
range_chr3_157361332_158042057.py	chr3	157361332	158042057
range_chr2_116742417_117421641.py	chr2	116742417	117421641
range_chr1_111391335_112072071.py	chr1	111391335	112072071
range_chr5_154715696_155396657.py	chr5	154715696	155396657
range_chr6_3721300_4448316.py	chr6	3721300	4448316
range_chr1_37931223_38634805.py	chr1	37931223	38634805
range_chr20_14737641_15418982.py	chr20	14737641	15418982
range_chrX_73780168_74486212.py	chrX	73780168	74486212
range_chr17_27266479_27948480.py	chr17	27266479	27948480
range_chr14_21123682_21807445.py	chr14	21123682	21807445
range_chr8_60001_813035.py	chr8	60001	813035
range_chr7_41085757_41786245.py	chr7	41085757	41786245
range_chrY_6962272_7694737.py	chrY	6962272	7694737
range_chr15_23471966_24155009.py	chr15	23471966	24155009
range_chr3_186602016_187282574.py	chr3	186602016	187282574
range_chr1_214617147_215298122.py	chr1	214617147	215298122
range_chr11_18848174_19529734.py	chr11	18848174	19529734
range_chr1_174475122_175156639.py	chr1	174475122	175156639
range_chr15_38482532_39163255.py	chr15	38482532	39163255
range_chr13_61879946_62560816.py	chr13	61879946	62560816
range_chr8_58837424_59539279.py	chr8	58837424	59539279
range_chr2_118102284_118782468.py	chr2	118102284	118782468
range_chrY_8426867_9220907.py	chrY	8426867	9220907
range_chr18_9907039_10590514.py	chr18	9907039	10590514
range_chr7_117467892_118147454.py	chr7	117467892	118147454
range_chr7_99068597_99771352.py	chr7	99068597	99771352
range_chr3_180473565_181155468.py	chr3	180473565	181155468
range_chr11_27702352_28384476.py	chr11	27702352	28384476
range_chr14_27272023_27952953.py	chr14	27272023	27952953
range_chr18_16794512_17482784.py	chr18	16794512	17482784
range_chr9_106890603_107572681.py	chr9	106890603	107572681
range_chr7_40383744_41085757.py	chr7	40383744	41085757
range_chr5_164908561_165587299.py	chr5	164908561	165587299
range_chr5_46780490_47504834.py	chr5	46780490	47504834
range_chr16_7774249_8474969.py	chr16	7774249	8474969
range_chr17_9300776_10003736.py	chr17	9300776	10003736
range_chr9_97250726_97956712.py	chr9	97250726	97956712
range_chr2_203208169_203889754.py	chr2	203208169	203889754
range_chr4_11673811_12373029.py	chr4	11673811	12373029
range_chr7_126981052_127662322.py	chr7	126981052	127662322
range_chr18_58534613_59216522.py	chr18	58534613	59216522
range_chr4_10001_769304.py	chr4	10001	769304
range_chr13_18185681_18920531.py	chr13	18185681	18920531
range_chr16_70849519_71532722.py	chr16	70849519	71532722
range_chr16_31072201_31756599.py	chr16	31072201	31756599
range_chr15_37799937_38482532.py	chr15	37799937	38482532
range_chr8_91196002_91898122.py	chr8	91196002	91898122
range_chr6_84546935_85249909.py	chr6	84546935	85249909
range_chr5_10001_766551.py	chr5	10001	766551
range_chr11_32476730_33160572.py	chr11	32476730	33160572
range_chr10_11925583_12606244.py	chr10	11925583	12606244
range_chr21_8849963_9860535.py	chr21	8849963	9860535
range_chr1_82234191_82935497.py	chr1	82234191	82935497
range_chr7_77998746_78700643.py	chr7	77998746	78700643
range_chr22_15548465_16233221.py	chr22	15548465	16233221
range_chr19_30574757_31254537.py	chr19	30574757	31254537
range_chr6_118418900_119099905.py	chr6	118418900	119099905
range_chr18_4275999_4980354.py	chr18	4275999	4980354
